,author,co-author,doi,co-author_list,title
671,"Stern, Y.","['Anderson, K. E.']",['10.1212/01.wnl.0000266561.47619.23'],"{'Anderson, K. E.'}",['Impairment of nonverbal recognition in Alzheimer disease - A PET O-15 study']
672,"Higgins, J. Stephen","['Epstein, Russell A.']",['10.1093/cercor/bhl079'],"{'Epstein, Russell A.'}",['Differential parahippocampal and retrosplenial involvement in three types of visual scene recognition']
673,"Jones-Gotman, M.","['Kennepohl, S.']",['10.1016/j.neuroimage.2007.03.049'],"{'Kennepohl, S.'}",['Memory and the medial temporal lobe: Hemispheric specialization reconsidered']
674,"Feiler, Alana M.","['Epstein, Russell A.', 'Epstein, Russell A.']","['10.1523/JNEUROSCI.0799-07.2007', '10.1152/jn.00003.2007']","{'Epstein, Russell A.'}","['Where am I now? Distinct roles for parahippocampal and retrosplenial cortices in place recognition', 'Visual scene processing in familiar and unfamiliar environments']"
675,"Ashe, James","['Liu, Tao']",['10.1007/s00221-007-0853-z'],"{'Liu, Tao'}",['Frames of reference during implicit and explicit learning']
676,"Grill-Spector, Kalanit","['Golarai, Golijeh']",['10.1038/nn1865'],"{'Golarai, Golijeh'}",['Differential development of high-level visual cortex correlates with category-specific recognition memory']
677,"Kraegeloh-Mann, Ingeborg","['Pavlova, Marina']",['10.1093/cercor/bhj153'],"{'Pavlova, Marina'}","['Visual navigation in adolescents with early periventricular lesions: Knowing where, but not getting there']"
678,"Kohler, S.","['Danckert, S. L.']",['10.1002/hipo.20347'],"{'Danckert, S. L.'}",['Perirhinal and hippocampal contributions to visual recognition memory can be distinguished from those of occipito-temporal structures based on conscious awareness of prior occurrence']
679,"Scarabino, Tommaso","['Bertolino, Alessandro']",['10.1016/j.biopsych.2006.03.078'],"{'Bertolino, Alessandro'}",['Prefrontal-hippocampal coupling during memory processing is modulated by COMT Val158met genotype']
680,"Heckers, Stephan","['Weiss, Anthony P.']",['10.1016/j.biopsych.2006.06.025'],"{'Weiss, Anthony P.'}",['Fronto-hippocampal function during temporal context monitoring in schizophrenia']
681,"Greene, Erich J.","['Mitchell, Karen J.']",['10.1097/01.wnr.0000234743.50442.e5'],"{'Mitchell, Karen J.'}",['A functional magnetic resonance imaging investigation of short-term source and item memory for negative pictures']
682,"Verstraten, Frans A. J.","['Carlson, Thomas']",['10.1016/j.neuroimage.2006.03.059'],"{'Carlson, Thomas'}",['Dynamics of visual recognition revealed by fMRI']
683,"Parsons, Lawrence M.","['Brown, Steven']",['10.1093/cercor/bhj057'],"{'Brown, Steven'}",['The neural basis of human dance']
684,"Ugawa, Yoshikazu","['Ohnishi, Takashi']",['10.1016/j.neures.2006.04.009'],"{'Ohnishi, Takashi'}",['Navigation ability dependent neural activation in the human brain: An fMRI study']
685,"Rao, Stephen M.","['Greene, Anthony J.']",['10.1162/jocn.2006.18.7.1156'],"{'Greene, Anthony J.'}","['An fMRI analysis of the human hippocampus: Inference, context, and task awareness']"
686,"Resnick, Susan M.","['Moffat, Scott D.']",['10.1016/j.neurobiolaging.2005.05.011'],"{'Moffat, Scott D.'}",['Age differences in the neural systems supporting human allocentric spatial navigation']
687,"Peigneux, P","['Orban, P']",['10.1073/pnas.0510198103'],"{'Orban, P'}",['Sleep after spatial learning promotes covert reorganization of brain activity']
688,"Braver, TS","['Reynolds, JR']",['10.1093/cercor/bhi131'],"{'Reynolds, JR'}",['A direct comparison of anterior prefrontal cortex involvement in episodic retrieval and integration']
689,"Fransson, P","['Elfgren, C']",['10.1016/j.neuroimage.2005.09.060'],"{'Elfgren, C'}",['fMRI activity in the medial temporal lobe during famous face processing']
690,"Maguire, EA","['Kumaran, D', 'Kumaran, D']","['10.1016/j.neuron.2005.12.024', '10.1523/JNEUROSCI.1103-05.2005']","{'Kumaran, D'}","['The dynamics of hippocampal activation during encoding of overlapping sequences', 'The human hippocampus: Cognitive maps or relational memory?']"
691,"Postma, A","['van Asselen, M']",['10.1016/j.brainres.2005.10.048'],"{'van Asselen, M'}",['Neural correlates of human wayfinding in stroke patients']
692,"Kanwisher, N","['Spiridon, M', 'Epstein, R', 'Epstein, R']","['10.1002/hbm.20169', '10.1016/S0896-6273(00)80758-8', '10.1038/33402']","{'Epstein, R', 'Spiridon, M'}","['Location and spatial profile of category-specific regions in human extrastriate cortex', 'The parahippocampal place area: Recognition, navigation, or encoding?', 'A cortical representation of the local visual environment']"
693,"Riepe, MW","['Gron, G', 'Gron, G']","['10.1016/j.neurobiolaging.2004.12.005', nan]","{'Gron, G'}","['Inhibition of hippocampal function in mild cognitive impairment: targeting the cholinergic hypothesis', 'Brain activation during human navigation: gender-different neural networks as substrate of performance']"
694,"Huberle, E","['Kourtzi, Z']",['10.1016/j.neuroimage.2005.06.017'],"{'Kourtzi, Z'}",['Spatiotemporal characteristics of form analysis in the human visual cortex revealed by rapid event-related fMRI adaptation']
695,"Rosler, F","['Khader, P']",['10.1016/j.neuroimage.2005.05.006'],"{'Khader, P'}",['Content-specific activation during associative long-term memory retrieval']
696,"Constable, RT","['Astur, R', 'Meltzer, JA']","['10.1007/s10484-005-6385-z', '10.1016/j.neuroimage.2004.09.001']","{'Meltzer, JA', 'Astur, R'}","['FMRI hippocampal activity during a virtual radial arm maze', 'Activation of human hippocampal formation reflects success in both encoding and cued recall of paired associates']"
697,"Zohary, E","['Raz, N']",['10.1093/cercor/bhi026'],"{'Raz, N'}",['V1 activation in congenitally blind humans is associated with episodic retrieval']
698,"Georgopoulos, AP","['Gourtzelidis, P']",['10.1007/s00221-005-2298-6'],"{'Gourtzelidis, P'}",['Mental maze solving: directional fMRI tuning and population coding in the superior parietal lobule']
699,"Hasselmo, ME","['Stern, CE']",['10.1016/j.neuron.2005.08.013'],"{'Stern, CE'}",['Less is more: How reduced activity reflects stronger recognition']
700,"Henke, K","['Bosshardt, S']",['10.1016/S0010-9452(08)70189-8'],"{'Bosshardt, S'}",['Effects of memory consolidation on human hippocampal activity during retrieval']
701,"Bunge, SA","['Donohue, SE']",['10.1016/j.neuroimage.2005.03.019'],"{'Donohue, SE'}",['Retrieving rules for behavior from long-term memory']
702,"Knowlton, BJ","['Eldridge, LL']",['10.1523/JNEUROSCI.3420-04.2005'],"{'Eldridge, LL'}",['A dissociation of encoding and retrieval processes in the human hippocampus']
703,"Buchel, C","['Wolbers, T', 'Wolbers, T']","['10.1523/JNEUROSCI.4705-04.2005', '10.1016/j.cogbrainres.2004.06.013']","{'Wolbers, T'}","['Dissociable retrosplenial and hippocampal contributions to successful formation of survey representations', 'Neural foundations of emerging route knowledge in complex spatial environments']"
704,"Stern, Y","['Zarahn, E']",['10.1093/cercor/bhh132'],"{'Zarahn, E'}",['Positive evidence against human hippocampal involvement in working memory maintenance of familiar stimuli']
705,"Doraiswamy, PM","['Petrella, JR']",['10.1176/appi.neuropsych.17.1.75'],"{'Petrella, JR'}",['Increasing memory load modulates regional brain activity in older adults as measured by fMRI']
706,"Menon, RS","['Kohler, S']",['10.1002/hipo.20098'],"{'Kohler, S'}",['Novelty responses to relational and non-relational information in the hippocampus and the parahippocampal region: A comparison based on event-related fMRI']
707,"Fernandez, G","['Weis, S', 'Meulenbroek, O']","[nan, '10.1016/j.neuroimage.2004.04.007']","{'Meulenbroek, O', 'Weis, S'}","['Process dissociation between contextual retrieval and item recognition', 'Age differences in neural correlates of route encoding and route recognition']"
708,"Ojemann, JG","['Zacks, JM']",['10.1212/01.WNL.0000129844.11712.D8'],"{'Zacks, JM'}",['Functional reorganization of spatial transformations after a parietal lesion']
709,"Roberts, N","['Mayes, AR']",['10.1037/0894-4105.18.3.426'],"{'Mayes, AR'}",['Recalling spatial information as a component of recently and remotely acquired episodic or semantic memories: an fMRI study']
710,"Morris, RG","['Parslow, DM', 'Nunn, JA']","['10.1037/0894-4105.18.3.450', '10.1016/S0028-3932(98)00030-X']","{'Nunn, JA', 'Parslow, DM'}","['Allocentric spatial memory activation of the hippocampal formation measured with fMRI', 'Selective spatial memory impairment after right unilateral temporal lobectomy']"
711,"Schacter, DL","['Slotnick, SD']",['10.1038/nn1252'],"{'Slotnick, SD'}",['A sensory signature that distinguishes true from false memories']
712,"Dolan, RJ","['Gottfried, JA', 'Strange, BA']","['10.1016/S0896-6273(04)00270-3', '10.1523/JNEUROSCI.22-02-00523.2002']","{'Gottfried, JA', 'Strange, BA'}","['Remembrance of odors past: Human olfactory cortex in cross-modal recognition memory', 'Dissociable human perirhinal, hippocampal, and parahippocampal roles during verbal encoding']"
713,"Aronen, HJ","['Pihlajamaki, M']",['10.1111/j.1460-9568.2004.03282.x'],"{'Pihlajamaki, M'}",['Visual presentation of novel objects and new spatial arrangements of objects differentially activates the medial temporal lobe subareas in humans']
714,"Heinze, HJ","['Duzel, E', 'Duzel, E']","['10.1111/j.1460-9568.2004.03253.x', nan]","{'Duzel, E'}","['Four types of novelty-familiarity responses in associative recognition memory of humans', 'Human hippocampal and parahippocampal activity during visual associative recognition memory for spatial and nonspatial stimulus configurations']"
715,"Duhamel, JR","['Bremmer, F']",['10.1080/13506280344000275'],"{'Bremmer, F'}",['Multisensory self-motion encoding in parietal cortex']
716,"Jancke, L","['Jordan, K']",['10.1097/00001756-200401190-00026'],"{'Jordan, K'}",['Different cortical activations for subjects using allocentric or egocentric strategies in a virtual navigation task']
717,"Titone, D","['Heckers, S']",['10.1002/hipo.10189'],"{'Heckers, S'}",['Hippocampal activation during transitive inference in humans']
718,"Kelley, WM","['Wig, GS']",['10.1162/089892904322755629'],"{'Wig, GS'}",['Separable routes to human memory formation: Dissociating task and material contributions in the prefrontal cortex']
719,"D'Esposito, M","['Ranganath, C', 'Mitchell, KJ']","['10.1016/j.neuropsychologia.2003.07.006', '10.1016/S0926-6410(00)00029-X']","{'Ranganath, C', 'Mitchell, KJ'}","['Dissociable correlates of recollection and familiarity within the medial temporal lobes', 'fMRI evidence of age-related hippocampal dysfunction in feature binding in working memory']"
720,"Bourgouin, P","['Lepage, M']",['10.1016/S0304-3940(03)00578-0'],"{'Lepage, M'}",['Prefrontal cortex contribution to associative recognition memory in humans: an event-related functional magnetic resonance imaging study']
721,"Okado, Y","['Stark, CEL']",[nan],"{'Stark, CEL'}",['Making memories without trying: Medial temporal lobe activity associated with incidental memory formation during recognition']
722,"McCarley, RW","['Onitsuka, T']",['10.1001/archpsyc.60.4.349'],"{'Onitsuka, T'}",['Fusiform gyrus volume reduction and facial recognition in chronic schizophrenia']
723,"Martin, A","['van Turennout, M']",['10.1093/cercor/13.4.381'],"{'van Turennout, M'}",['Modulation of neural activity during object naming: Effects of time and practice']
724,"Corkin, S","['Kensinger, EA']",[nan],"{'Kensinger, EA'}",['What neural correlates underlie successful encoding and retrieval? A functional magnetic resonance Imaging study using a divided attention paradigm']
725,"Burgess, N","['Hartley, T']",['10.1016/S0896-6273(03)00095-3'],"{'Hartley, T'}",['The well-worn route and the path less traveled: Distinct neural bases of route following and wayfinding in humans']
726,"Soininen, H","['Pihlajamaki, M']",['10.1002/hipo.10049'],"{'Pihlajamaki, M'}",['Encoding of novel picture pairs activates the perirhinal cortex: An fMRI study']
727,"Cook, MJ","[""O'Brien, CE""]",['10.1002/hipo.10128'],"{""O'Brien, CE""}",['Neuropsychological correlates of hippocampal and rhinal cortex volumes in patients with mesial temporal sclerosis']
728,"Spreer, J","['Ruff, CC']",['10.1016/S0028-3932(03)00016-2'],"{'Ruff, CC'}",['Reasoning and working memory: common and distinct neuronal processes']
729,"Rugg, MD","['Otten, LJ']",['10.1038/nn967'],"{'Otten, LJ'}",['State-related and item-related neural correlates of successful memory encoding']
730,"Hodges, JR","['Simons, JS']",['10.1016/S0749-596X(02)00003-7'],"{'Simons, JS'}","[""Perceptual and semantic contributions to episodic memory: evidence from semantic dementia and Alzheimer's disease""]"
731,"Wagner, AD","['Davachi, L']",['10.1152/jn.2002.88.2.982'],"{'Davachi, L'}",['Hippocampal contributions to episodic encoding: Insights from relational and item-based learning']
732,"Luo, J","['Niki, K']",['10.1162/089892902317362010'],"{'Niki, K'}",['An fMRI study on the time-limited role of the medial temporal lobe in long-term topographical autobiographic memory']
733,"Bilder, RM","['Pine, DS']",['10.1006/nimg.2001.0988'],"{'Pine, DS'}",['Neurodevelopmental aspects of spatial navigation: A virtual reality fMRI study']
734,"Greene, EJ","['Raye, CL']",['10.1006/nimg.2001.0983'],"{'Raye, CL'}",['Neuroimaging a single thought: Dorsolateral PFC activity associated with refreshing just-activated information']
735,"Brown, GG","['Zorrilla, LTE']",['10.1176/appi.ajgp.10.1.52'],"{'Zorrilla, LTE'}",['Functional MRI and novel picture-learning among older patients with chronic schizophrenia - Abnormal correlations between recognition memory and medial temporal brain response']
736,"Buxton, RB","['Reber, PJ']",['10.1002/hipo.10018'],"{'Reber, PJ'}",['Encoding activity in the medial temporal lobe examined with anatomically constrained fMRI analysis']
737,"Milner, B","['Kohler, S']",['10.1002/hipo.10077'],"{'Kohler, S'}",['Differential contributions of the parahippocampal place area and the anterior hippocampus to human memory for scenes']
738,"Gabrieli, JDE","['Vaidya, CJ', 'Canli, T']","['10.1016/S0028-3932(02)00053-2', nan]","{'Vaidya, CJ', 'Canli, T'}","['Evidence for cortical encoding specificity in episodic memory: memory-induced re-activation of picture processing areas', 'fMRI identifies a network of structures correlated with retention of positive and negative emotional memory']"
739,"Reiss, AL","['Haberecht, MF']",['10.1002/hbm.1044'],"{'Haberecht, MF'}",['Functional neuroanatomy of visuo-spatial working memory in Turner syndrome']
740,"Jones-Gotman, M","['Dade, LA']",['10.1037/0894-4105.15.4.525'],"{'Dade, LA'}",['Face learning and memory: The twins test']
741,"Parker, A","['Thai, NJ']",[nan],"{'Thai, NJ'}",['An event-related fMRI study of visual object recognition memory in humans']
742,"Jacobs, WJ","['Thomas, KGF']",['10.3758/BF03195344'],"{'Thomas, KGF'}",['Place learning in virtual space III: Investigation of spatial navigation training procedures and their application to fMRI and clinical neuropsychology']
743,"Fennema-Notestine, C","['Jernigan, TL']",['10.1017/S1355617701711071'],"{'Jernigan, TL'}","['Mesial temporal, diencephalic, and striatal contributions to deficits in single word reading, word priming, and recognition memory']"
744,"Wheeler, ME","['Buckner, RL']",['10.1016/S0001-6918(00)00057-3'],"{'Buckner, RL'}",['Cognitive neuroscience of episodic memory encoding']
745,"Roediger, HL","['McDermott, KB']",['10.1162/08989290051137503'],"{'McDermott, KB'}",['Retrieval success is accompanied by enhanced activation in anterior prefrontal cortex during recognition memory: An event-related fMRI study']
746,"Benton, AL","['Ng, VWK']",['10.1002/(SICI)1097-0193(200006)10:2<80::AID-HBM40>3.0.CO;2-2'],"{'Ng, VWK'}",['Hemispheric preference in visuospatial processing: A complementary approach with fMRI and lesion studies']
747,"Friederici, AD","['Opitz, B']",['10.1101/lm.7.2.85'],"{'Opitz, B'}",['Functional asymmetry of human prefrontal cortex: Encoding and retrieval of verbally and nonverbally coded information']
748,"Dolan, R","['Gonzalo, D']",['10.1006/nimg.2000.0540'],"{'Gonzalo, D'}",['Time-dependent changes in learning audiovisual associations: A single-trial fMRI study']
749,"Rao, SM","['Leveroni, CL']",['10.1523/JNEUROSCI.20-02-00878.2000'],"{'Leveroni, CL'}",['Neural systems underlying the recognition of familiar and newly learned faces']
